k,v,n,g,m,e,x,c,u
命令,命令,國立臺灣博物館編制表,行政＞文化部＞組織目,2017-10-20,,,1,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=H0000166
命令,命令,國立臺灣史前文化博物館編制表,行政＞文化部＞組織目,2018-08-27,,,1,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=H0000173
命令,命令,持國外大學以上學歷申請認定修畢師資職前教育課程收費標準,行政＞教育部＞師資培育及藝術教育目,2018-03-12,,,4,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=H0020080
命令,命令,外交部及駐外館處文件證明條例施行細則,行政＞外交部＞領事業務目,2018-04-20,,,9,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0030013
命令,命令,外交部及駐外館處辦理文件證明文書保存及銷毀規則,行政＞外交部＞領事業務目,2016-01-11,,,8,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0030014
命令,命令,玉山國家公園管理處排雲山莊使用規費收費標準,行政＞內政部＞國家公園目,2013-04-25,,,3,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070194
命令,命令,國立生活美學館辦事細則,行政＞文化部＞組織目,2011-11-21,,,11,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=H0000115
命令,命令,國立臺灣交響樂團編制表,行政＞文化部＞組織目,2017-01-05,,,1,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=H0170120
命令,命令,國立臺灣歷史博物館編制表（096.03.13訂定）,廢止法規＞文化部,2021-10-15,,廢,1,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=H0170121
命令,命令,國立臺灣文學館編制表（096.08.13訂定）,廢止法規＞文化部,2021-10-15,,廢,1,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=H0170122
命令,命令,衛武營藝術文化中心籌備處編制表,廢止法規＞文化部,2018-09-08,,廢,1,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=H0170123
命令,命令,管制藥品使用執照與登記證核發及管理辦法,行政＞衛生福利部＞食品藥物管理目,2013-11-08,,,18,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=L0030070
命令,命令,法務部矯正署臺北監獄編制表,行政＞法務部＞組織目,2018-04-12,,,1,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=I0000048
命令,命令,石油化學業放流水標準,廢止法規＞行政院環境保護署,2017-12-25,,廢,10,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0040057
命令,命令,石油化學專業區污水下水道系統放流水標準,廢止法規＞行政院環境保護署,2017-12-25,,廢,9,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0040058
命令,命令,晶圓製造及半導體製造業放流水標準,廢止法規＞行政院環境保護署,2017-12-25,,廢,10,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0040059
命令,命令,法務部矯正署桃園監獄編制表,行政＞法務部＞組織目,2018-04-12,,,1,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=I0000049
命令,命令,法務部矯正署桃園女子監獄編制表,行政＞法務部＞組織目,2018-04-12,,,1,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=I0000050
命令,命令,法務部矯正署新竹監獄編制表,行政＞法務部＞組織目,2018-04-12,,,1,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=I0000051
命令,命令,法務部矯正署臺中監獄編制表,行政＞法務部＞組織目,2018-04-12,,,1,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=I0000052
命令,命令,法務部矯正署臺中女子監獄編制表,行政＞法務部＞組織目,2018-04-12,,,1,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=I0000053
命令,命令,法務部矯正署彰化監獄編制表,行政＞法務部＞組織目,2018-04-12,,,1,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=I0000054
命令,命令,法務部矯正署雲林監獄編制表,行政＞法務部＞組織目,2017-06-23,,,1,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=I0000055
命令,命令,法務部矯正署雲林第二監獄編制表,行政＞法務部＞組織目,2022-04-18,,,1,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=I0000056
命令,命令,法務部矯正署嘉義監獄編制表,行政＞法務部＞組織目,2017-06-23,,,1,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=I0000057
命令,命令,法務部矯正署臺南監獄編制表,行政＞法務部＞組織目,2018-04-12,,,1,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=I0000058
命令,命令,法務部矯正署明德外役監獄編制表,行政＞法務部＞組織目,2017-06-23,,,1,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=I0000059
命令,命令,法務部矯正署高雄監獄編制表,行政＞法務部＞組織目,2017-06-23,,,1,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=I0000060
命令,命令,法務部矯正署高雄第二監獄編制表,行政＞法務部＞組織目,2018-04-12,,,1,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=I0000061
命令,命令,法務部矯正署高雄女子監獄編制表,行政＞法務部＞組織目,2018-04-12,,,1,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=I0000062
命令,命令,法務部矯正署屏東監獄編制表,行政＞法務部＞組織目,2018-04-12,,,1,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=I0000063
命令,命令,法務部矯正署臺東監獄編制表,行政＞法務部＞組織目,2023-09-08,,,1,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=I0000064
命令,命令,法務部矯正署花蓮監獄編制表,行政＞法務部＞組織目,2018-04-12,,,1,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=I0000065
命令,命令,法務部矯正署自強外役監獄編制表,行政＞法務部＞組織目,2017-06-23,,,1,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=I0000066
命令,命令,法務部矯正署宜蘭監獄編制表,行政＞法務部＞組織目,2018-04-12,,,1,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=I0000067
命令,命令,法務部矯正署基隆監獄編制表,行政＞法務部＞組織目,2017-06-23,,,1,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=I0000068
命令,命令,法務部矯正署澎湖監獄編制表,行政＞法務部＞組織目,2018-04-12,,,1,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=I0000069
命令,命令,法務部矯正署綠島監獄編制表,行政＞法務部＞組織目,2018-04-12,,,1,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=I0000070
命令,命令,法務部矯正署金門監獄編制表,行政＞法務部＞組織目,2018-04-12,,,1,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=I0000071
命令,命令,法務部矯正署臺北看守所編制表,行政＞法務部＞組織目,2018-04-12,,,1,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=I0000072
命令,命令,法務部矯正署臺北女子看守所編制表,行政＞法務部＞組織目,2017-06-23,,,1,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=I0000073
命令,命令,法務部矯正署新竹看守所編制表,行政＞法務部＞組織目,2018-04-12,,,1,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=I0000074
命令,命令,法務部矯正署苗栗看守所編制表,行政＞法務部＞組織目,2018-04-12,,,1,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=I0000075
命令,命令,法務部矯正署臺中看守所編制表,行政＞法務部＞組織目,2018-04-12,,,1,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=I0000076
命令,命令,法務部矯正署彰化看守所編制表,行政＞法務部＞組織目,2018-04-12,,,1,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=I0000077
命令,命令,法務部矯正署南投看守所編制表,行政＞法務部＞組織目,2018-04-12,,,1,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=I0000078
命令,命令,法務部矯正署雲林看守所編制表,行政＞法務部＞組織目,2018-04-12,,,1,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=I0000100
命令,命令,法務部矯正署嘉義看守所編制表,行政＞法務部＞組織目,2018-04-12,,,1,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=I0000079
命令,命令,法務部矯正署臺南看守所編制表,行政＞法務部＞組織目,2018-04-12,,,1,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=I0000080
命令,命令,法務部矯正署高雄看守所編制表,行政＞法務部＞組織目,2018-04-12,,,1,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=I0000081
命令,命令,法務部矯正署屏東看守所編制表,行政＞法務部＞組織目,2018-04-12,,,1,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=I0000082
命令,命令,法務部矯正署花蓮看守所編制表,行政＞法務部＞組織目,2017-06-23,,,1,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=I0000083
命令,命令,法務部矯正署基隆看守所編制表,行政＞法務部＞組織目,2018-04-12,,,1,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=I0000101
命令,命令,法務部矯正署新店戒治所編制表,行政＞法務部＞組織目,2018-04-12,,,1,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=I0000084
命令,命令,法務部矯正署桃園女子戒治所編制表,行政＞法務部＞組織目,2017-06-23,,,1,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=I0000085
命令,命令,法務部矯正署臺中戒治所編制表,行政＞法務部＞組織目,2018-04-12,,,1,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=I0000086
命令,命令,法務部矯正署臺中女子戒治所編制表,行政＞法務部＞組織目,2017-06-23,,,1,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=I0000087
命令,命令,法務部矯正署高雄戒治所編制表,行政＞法務部＞組織目,2018-04-12,,,1,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=I0000088
命令,命令,法務部矯正署高雄女子戒治所編制表,行政＞法務部＞組織目,2017-06-23,,,1,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=I0000089
命令,命令,法務部矯正署臺東戒治所編制表,行政＞法務部＞組織目,2023-09-08,,,1,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=I0000090
命令,命令,法務部矯正署泰源技能訓練所編制表,廢止法規＞法務部,2023-09-08,,廢,1,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=I0000091
命令,命令,法務部矯正署東成技能訓練所編制表,廢止法規＞法務部,2023-09-08,,廢,1,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=I0000092
命令,命令,法務部矯正署岩灣技能訓練所編制表,廢止法規＞法務部,2023-09-08,,廢,1,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=I0000093
命令,命令,法務部矯正署臺北少年觀護所編制表,行政＞法務部＞組織目,2018-04-12,,,1,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=I0000094
命令,命令,法務部矯正署苗栗少年觀護所編制表,行政＞法務部＞組織目,2018-04-12,,,1,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=I0000102
命令,命令,法務部矯正署臺中少年觀護所編制表,行政＞法務部＞組織目,2017-06-23,,,1,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=I0000095
命令,命令,法務部矯正署臺南少年觀護所編制表,行政＞法務部＞組織目,2017-06-23,,,1,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=I0000096
命令,命令,法務部矯正署屏東少年觀護所編制表,行政＞法務部＞組織目,2017-06-23,,,1,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=I0000097
命令,命令,法務部矯正署臺東少年觀護所編制表,行政＞法務部＞組織目,2018-04-12,,,1,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=I0000103
命令,命令,法務部矯正署花蓮少年觀護所編制表,行政＞法務部＞組織目,2018-04-12,,,1,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=I0000104
命令,命令,誠正中學編制表,行政＞法務部＞組織目,2021-07-30,,,1,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=I0000098
命令,命令,明陽中學編制表,行政＞法務部＞組織目,2021-07-30,,,1,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=I0000099
命令,命令,法務部矯正署桃園少年輔育院編制表,廢止法規＞法務部,2022-02-11,,廢,1,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=I0000105
命令,命令,法務部矯正署彰化少年輔育院編制表,廢止法規＞法務部,2022-02-11,,廢,1,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=I0000106
命令,命令,法務部矯正署看守所組織準則,行政＞法務部＞組織目,2010-12-31,,,8,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=I0000026
命令,命令,保險代理人保險經紀人保險公證人繳存保證金及投保相關保險辦法,行政＞金融監督管理委員會＞保險目,2015-06-18,,,11,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=G0390088
命令,命令,國立臺灣工藝研究發展中心工藝交流會館住宿費收費標準,廢止法規＞文化部,2015-12-03,,廢,4,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=H0170089
命令,命令,金融服務業從事廣告業務招攬及營業促銷活動辦法,行政＞金融監督管理委員會＞消費者保護目,2025-06-30,2025-09-15,,8,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=G0380227
命令,命令,金融服務業提供金融商品或服務前說明契約重要內容及揭露風險辦法,行政＞金融監督管理委員會＞消費者保護目,2025-06-30,2025-09-15,,13,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=G0380228
命令,命令,金融服務業確保金融商品或服務適合金融消費者辦法,行政＞金融監督管理委員會＞消費者保護目,2025-06-30,2025-09-15,,14,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=G0380229
命令,命令,金融消費爭議處理機構設立及管理辦法,行政＞金融監督管理委員會＞消費者保護目,2025-06-30,2025-09-15,,36,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=G0380230
命令,命令,金融消費爭議處理機構評議委員資格條件聘任解任及評議程序辦法,行政＞金融監督管理委員會＞消費者保護目,2019-08-28,,,40,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=G0380231
命令,命令,身心障礙者數位化圖書資源利用辦法,行政＞教育部＞終身教育目,2014-11-21,,,13,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=H0080079
命令,命令,行政法人會計制度設置準則,行政＞行政院主計總處＞會計目       ,2011-12-21,,,12,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=T0030007
命令,命令,法官評鑑委員會檢察官代表票選辦法,行政＞法務部＞人事目,2020-03-03,,,6,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=A0030244
命令,命令,檢察官評鑑委員會檢察官代表票選辦法,行政＞法務部＞人事目,2020-03-03,,,6,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=A0030245
命令,命令,金融監督管理委員會處務規程,行政＞金融監督管理委員會＞組織目       ,2024-11-27,,,18,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=G0310050
命令,命令,金融監督管理委員會編制表,行政＞金融監督管理委員會＞組織目       ,2024-11-27,,,1,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=G0300110
命令,命令,保險代理人公司保險經紀人公司內部控制稽核制度及招攬處理制度實施辦法,行政＞金融監督管理委員會＞保險目,2025-09-25,,,39,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=G0390089
命令,命令,中央警察大學入學及招生考試規費收費標準,行政＞內政部＞警政目,2015-09-23,,,6,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0080192
命令,命令,交通部航港局暫行組織規程,廢止法規＞交通部,2023-11-23,,廢,8,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=K0000147
命令,命令,交通部航港局編制表（100.12.27訂定）,廢止法規＞交通部,2023-11-23,,廢,1,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=K0000152
命令,命令,環境教育設施場所輔導獎勵辦法,行政＞環境部＞國家環境研究目,2025-04-08,,,9,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0120007
命令,命令,交通部航港局辦事細則,廢止法規＞交通部,2023-11-23,,廢,19,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=K0010134
命令,命令,檢察官評鑑委員會組織規程,行政＞法務部＞組織目,2020-07-30,,,9,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=I0000036
命令,命令,檢察官評鑑實施辦法,行政＞法務部＞檢察目,2020-07-31,,,18,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=I0030031
命令,命令,國際合作發展事務技術協助及能力建構處理辦法,行政＞外交部＞外交業務目,2011-12-29,,,8,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0020014
命令,命令,國際合作發展事務貸款與投資及保證處理辦法,行政＞外交部＞外交業務目,2011-12-29,,,10,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0020015
命令,命令,國際合作發展事務捐款及實物贈與處理辦法,行政＞外交部＞外交業務目,2011-12-29,,,9,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0020016
命令,命令,國際合作發展事務人員派遣處理辦法,行政＞外交部＞外交業務目,2011-12-29,,,7,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0020017
命令,命令,國際合作發展事務發展策略之諮商處理辦法,行政＞外交部＞外交業務目,2011-12-29,,,7,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0020018
命令,命令,國際合作發展事務規劃評估執行監督及績效考核辦法,行政＞外交部＞外交業務目,2011-12-29,,,7,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0020019
命令,命令,食品藥物化粧品檢驗封緘及對照標準品供應收費標準,行政＞衛生福利部＞食品藥物管理目,2024-07-11,,,4,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=L0040094
